,Name,Place,Number of Review(s),Date,Stars,Title,Review
1477,Tony,GB,8 reviews,"Monday, November 16, 2020, 06:13:18 PM",1,Refusing to provide a refund!!!,Airbnb basically is refusing to provide a full refund instead is instant that the voucher for over £300 (which doesn’t show on my profile) is the only option available. Considering the pandemic this year you would think that such a large company would be supportive of its customers... not it seems that their bottom line is the most important thing to them... £300 would not break their business... absolutely poor.
1478,Gary ,GB,4 reviews,"Monday, November 16, 2020, 01:26:09 PM",1,This company avoid at all cost  I…,"This company avoid at all cost  I booked a apartment for my partner and her mother Bella  rest apartments in Mombasa Saturday they except my booking I also on booking stated I will not be there in person . The booking was confirmed then they provided me with a contact number or the owner .Which I instructed my partner to ring and introduce herself out of curiosity to the owner , and found out there was no such number I phoned myself from uk to be told there was no such number ,I contacted airbub immediately and they basically called me a liar and that I had broken there booking T&C . There is not T&C when booking you are  not shown or ask to agree to their conditions  they seem to have no regard to the fact that the property was  mostly a scam  I will be reporting this company to office of fair trading for force advertising  and fraud . I just wish I  had looked on here before as all you can see is complaints about the company attitude and"
1479,Ken Oh,GB,17 reviews,"Monday, November 16, 2020, 01:04:07 PM",1,Forced to pay £523.78 to cancel ILLEGAL stay!,"AirBnb forced me to pay £523.78 out of the full £908.63 trip fee for cancelling a stay that was unexpectedly made illegal by the announcement of the second UK national lockdown.A couple of months ago, I booked a stay in London from 2 November to 16 November.  The host's cancellation policy at the time stated that only 50% of the full amount minus the first night and service fee would be refunded if I cancelled on or after 28 October. Fair enough, I thought. Hosts need to spend time and money to prepare their places for their guests. I went ahead with the booking.On 31 October, the UK's prime minister announced that the country would enter a four-week nationwide lockdown on 5 November. All non-essential businesses were required to close, including those in the hospitality sector.  To fully comply with the law, I asked my host if he would cancel my stay at no cost to me. He replied that the cancellation policy at the time of booking stands, without addressing the fact that the UK national law had changed to render my stay illegal. I asked AirBnb support to mediate.AirBnb support sided with the host, stating that their COVID refund policy only applies to bookings made on or before 14 March, which is the date the global pandemic was announced. Under this contrived excuse, AirBnb refused to acknowledge that my stay was recently rendered illegal by UK law, and summarily refused to refund the majority of my money.As a result of AirBnb's disregard for local lockdowns, I have been forced to pay £523.78 out of the full £908.63 trip fee, for refusing to attend a trip that was made ILLEGAL. I'm genuinely curious to hear how AirBnb could justify that the host deserves to get this money, in an intellectually honest manner, without quoting an outdated policy that disregards ongoing changes in the law. It is understandable that the host should not stand to lose any money that he spent in preparing for my scheduled arrival, but this could not have possibly costed him £523.78. That's more than half of the total amount payable for my two-week stay.I'm a guest with one review, albeit a positive one. My host has 1381 reviews. As a business intent on making money, it's clear who you would prefer to side with in a conflict. I'm just writing this in the hope that someone at AirBnb with a conscience will end up reading it, recognise the sheer absurdity of the decision, and take action to prevent this from happening to other travellers in the future.If anyone is considering an alternative to AirBnb, know that you can book vacation homes on TripAdvisor as well."
1480,Jason,US,1 review,"Monday, November 16, 2020, 02:22:10 AM",1,Customer service and airbnb policy is the worst,"Customer service is manipulative, slow responding, unprofessional, uninformed, uninterested in anything other than figuring out how to maximize their profits at the hosts expense.  If you can avoid it – do not use airbnb's services."
1481,Margie Peddie,GB,8 reviews,"Sunday, November 15, 2020, 07:18:59 PM",1,ur host informed us we could check in…,Our host informed us we could check in early as the house would be ready we had only been in the house a short time and the host arrived with her husband despite the covid guidelines stating no host should enter the property while guest are present they did not keep there distance and put ourselves and our son at risk the house was cold and damp the kitchen was grubby the hot tub had grime round the sides there was a list of cleaning duties the host expected us to carry out which we found ridiculous as we had paid a cleaning fee she then wrote a disgusting review saying we were dirty we did not leave her house dirty also she has cctv pointing directly at the hot tub this made us feel very uncomfortable our son is disabled and this host has been vile in the things she as written about us she also should not be filming her guests in the hot tub but air bb won't do anything about it we have asked them again to look at our complaint and we are waiting to hear back from them I would not recommend using Air bb or this host shes bordering on weird filming people in the hot tub
1482,Fine B.,DE,6 reviews,"Sunday, November 15, 2020, 01:39:15 PM",1,Stay away from Airbnb as a host!!!,"I hosted Airbnb for 3 years, was a superhost, and had 100 positive reviews. Due to a demonstrably false, confused and completely unfounded statement by a mentally suspicious guest, Airbnb simply had no chance to rectify the matter, deactivated my accommodations for several weeks and canceled all bookings. Airbnb was not available for weeks, you only have overwhelmed and completely unsuspecting, incompetent employees on the phone or you are handled with standard emails without reference to the problem or reality.It's a cheek how incompetent and condescending Airbnb treats its hosts. As a host, I was left with the financial damage caused by the deactivation of my accommodations. No help or anything else comes from Airbnb. I can fool myself too!Dear hosts, before you advertise your accommodation on Airbnb, please take a close look at the reviews of other hosts.Even in the event of damage, you will probably be fobbed off by Airbnb and left alone, as many reviews from former hosts show here. Lots of blah blah, hot air and when it comes down to it, Airbnb will drop you as a host like a hot potato.I strongly advise against Airbnb !!!As a guest & as a host.I no longer rent through Airbnb and I am very happy with it. There are enough alternatives."
1483,angela,US,1 review,"Saturday, November 14, 2020, 08:18:02 PM",1,I am a host,"I am a host , guest stayed over 24 hours checked out . airbnb still refund guest full without approve , and never have anybody there to answer the phone . this person did the refund without approve is Alyssa ."
1484,Writer,US,5 reviews,"Saturday, November 14, 2020, 06:22:40 PM",1,There is no electricity and inverter…,"There is no electricity and inverter ran out, for over an hour we have been sitting in darkness. Its impossible to reach the host or their sister. Kindly refund my second night as I do nkt wanna do a chargeback.Your agent vishal g cut off my chat without me finishingTicket: 96677942"
1485,Consumer,US,3 reviews,"Saturday, November 14, 2020, 03:16:39 PM",1,Just called 73 million Americans…,Just called 73 million Americans Racist.  No need to do business with a company that think that about Americans.
1486,Tymorg,US,1 review,"Friday, November 13, 2020, 10:22:06 PM",1,I am a host,"I am a host.  I am trying to open a message from my guest arriving today so can give her the door code.  The   crack staff at Airbnb have made it so I cannot open messages through their website.  These clowns are going public soon and they can't even address an issue like that.  Called twice to complain but they don't care.  Talked to one mental midget and he finally disconnected the call because rather than solve the problem he was all concerned that I had not downloaded the app on my phone.  Terrible company, gonna dump them and go to a company that knows what they are doing."
1487,"Fan from Berkshire County, MA",US,3 reviews,"Friday, November 13, 2020, 03:45:09 PM",1,I'll never use Airbnb again,"I'll never use Airbnb again. It's going to be REAL b&b's or hotels from now on. They canceled my reservation for a family get together. They keep telling me to look for a message in my account, but they canceled my account along with my reservation. Impossible to reach anyone at Airbnb."
1488,Nick White,GB,17 reviews,"Thursday, November 12, 2020, 08:35:30 PM",1,Very poor customer service,Made a recent booking based on a misleading description of property. Promptly cancelled. Booking was made using a voucher from a previous issue caused by Airbnb. The booking was free cancellation. Airbnb refused to refund the voucher element. This is the second booking we have tried with Airbnb and second major issue. I would strongly recommend against using.
1489,southall elaine,GB,19 reviews,"Thursday, November 12, 2020, 08:29:11 PM",1,Cancelled my accommodation for no reason,"Booked lovely accommodation in Italy June 20 for May 21 and it has been cancelled with no  apparent reason whatsoever. When they called me back they advised it was the system who cancelled due to account inactivity, the handler who called was next to useless, I will never use them again people be aware. They have graciously given me the money I paid them in June !!!!"
1490,dominick ,US,1 review,"Thursday, November 12, 2020, 07:38:04 PM",1,"HORRIBLE, NEVER AGAIN",my fiancé and I had a horrific stay in a home. Coming into the stay we had a note listing all chores we needed to do in the house and if they weren’t completed then there would be a price which i found very uncomfortable. it also stated our check out was at 11 am. We had no hot water in the shower and sinks. Till the end of our stay one of the bathrooms still didn’t have hot water. In the master bedroom bath one of the shower heads didn’t work. The main reason why we chose to stay in this place was for the pool. the pool and jacuzzi was ice cold. we were willing to pay the additional charged and asked for the heater to be put on; it was NEVER PUT ON. With that being said we couldn’t even enjoy the pool. During our stay there were people blasting music and working on a roof before 8am. i have a one year old sleeping so that is very disrespectful to my family. lastly as stated before we received a note stating our check out was at 11. At 9:30am we had someone in the backyard power hosing the side of the side of the house AGAIN where my child was sleeping. When we approached the person they said our check out was 10. We called the property manager and they said that was an old note... if that’s the case why would that note be posted in different places. If that was the case then everything on that list is invalid. This stay was the most uncomfortable and most annoying stay. I reached out to air bnb customer support and they basically didn’t care and refunded me only 70 out of the 500 i spent. when i told them i didn’t feel it wasn’t good enough and i wanted the number to a manger or corporate they stopped responding. i also wrote a horrible review on the property itself and air bnb removed it. i find it strange that only the good reviews are listed but not the negative ones.
1491,Claire Johnson,GB,1 review,"Thursday, November 12, 2020, 03:27:20 PM",1,Fraud transaction- UNHELPFUL SERVICE,"I have experienced fraud on my card for a transaction to air b n b back in August. Trying to contact them is awful. No direct emails/contact numbers on their website or app. They give you a load of options that is NOT relevant to my circumstances. After finally making contact with an agent - they have refused to give me any details about the transaction that was made on MY card and with MY money? Very unhelpful and feel like I’ve been fobbed off and they have closed my case down and rejected a refund. Air bnb told me to contact my card provider, which i do not agree with at all. Air bnb are the ones to reimburse me MY money and at least provide me information of who and where the transaction has come from. I am reluctant to use air bnb again if this is the kind of unhelpful service they provide! Very poor service."
1492,Krzysztof,GB,12 reviews,"Wednesday, November 11, 2020, 09:53:46 PM",1,Airbnb what a joke!,"Airbnb, where to start. Terrible company to deal with. Customer Service and their consultants are completely useless. I was demanding full refund due the National Restriction and fact that host will not be able to host me. After exchange of messages via their chat soon as I supported my case with extracts from government website they stopped replying on my messages and completely ignored me. Terrible tactics because they know if you will not cancel on time you will lose all the money. Unprofessional. Avoid for all cost."
1493,Consumer,GB,1 review,"Wednesday, November 11, 2020, 08:53:24 PM",1,I am a host and I don’t get frustrated…,I am a host and I don’t get frustrated often but Airbnb is a disgrace. I can wait 45 mins to speak to a operator and get someone not very helpful. I am with homeaway and Tripadvisor and there customer service is 1000 times better What a shame Airbnb can’t get there act together. However do prefer Airbnb website then the other ones ! I feel little better having vented !!
1494,Hadley Webb,US,1 review,"Tuesday, November 10, 2020, 05:49:18 PM",1,If I had the option to leave no stars i…,"If I had the option to leave no stars i would. Had to cancel my trip due to my work enforcing travel restrictions from covid and they would not refund any of my money. I cancelled 3 months before the trip, as well."
1495,Filipe Pacheco,PT,10 reviews,"Tuesday, November 10, 2020, 03:52:48 PM",1,Repetive answers .No solution from…,Repetive answers .No solution from customer serviceAirbnb is bad for host without necessity just for pure laziness and poweful enforcement.If you sign in and don't see the place to place a vat id (and it is not easy to see) they start issuing invoices even for future booking without fiscal information and without asking for it. They simple refuse to correct the invoices and make you loose a lot of money in taxes.
1496,Webbs,GB,10 reviews,"Tuesday, November 10, 2020, 03:03:48 PM",1,I wish I had checked Trustpilot before…,I wish I had checked Trustpilot before making the biggest mistake of my life and booked with this dubious company. Seriously how has this business not been shut down as there is something shady going on here! PLEASE DO NOT BOOK with this company as you will be disappointed if you have problems with the booking.
1497,one,US,2 reviews,"Tuesday, November 10, 2020, 01:40:18 AM",1,"Sketchy people + Airbnb ""can't"" refund it","I booked an Airbnb room and when I got there I was told it was already booked and there was sketchy people hanging out there.I messaged the host and was told to talk to the ""housekeeper.""I was offered a different room and declined it because I was sketched out.Later on, I reported it to Airbnb so I could get my refund. They told me I had no evidence of being offered a different room. However, they can clearly read my messages that I sent to the host saying I was told my room was already booked. Why would I send that if my room wasn't already booked like I said?Airbnb also asked me why I would listen to a random person at the house. I told them the host literally told me to talk to her. The host also lies and tells Airbnb no one else manages the listing for him.Airbnb still says I should've talked to the host. I DID talk to the host, he told me to talk to the housekeeper. What? This is IN the Airbnb messages that they can read if they wanted to. Both the seller and Airbnb refused to refund me. Later on, I find out the listing has been de-listed. Probably because the host lied about the management.But OF COURSE, they ""can't"" do anything about my $100 refund. What a joke."
1498,Bianca Smith,US,2 reviews,"Monday, November 9, 2020, 11:16:47 PM",1,Worst experience,"Worst experience, had to leave early. Room was filthy dirty, photoshopped, dirty tissues, fake eyelashes, used mask and hair piece. The whole experience with Airbnb was a disaster. We left early and were not supported by receiving refund. Airbnb did not help the least bit. We cancelled our account with Airbnb since this was our second experience with places being not hygiene and not matching photos in description. Would not recommend Airbnb"
1499,Sara,GB,12 reviews,"Monday, November 9, 2020, 12:12:13 PM",1,Terrible experience,"Terrible experience with a very rude host, ended up cutting holiday short. Airbnb backed me up completely, had all the messages, said host was adding costs and things that were not in her terms and conditions. Told me to raise resolution and leave review. They deleted my review for being too negative and told me they were closing my case without any explanation for either decision. Thankfully never had this experience before, but will never have it again with this outfit. Don't even bother with customer services, they are diabolical!!! Feel for anyone who gets host we did in the future."
1500,Helen Bel,GB,2 reviews,"Monday, November 9, 2020, 10:29:03 AM",1,Comments on new cleaning and COVID policy,"Until COVID my partner and I have rented out accommodation  on air B and B and have always received five star ratings which means that as grown ups we understand the principles of good hygienic cleaning principles. Air B and B now wish to treat us like children by threatening all of us that if we don’t sign up to and agree to their cleaning policies and other COVID related policies they will remove our listings. Speaking as a retired lawyer that understands contract law, believe me when I say that agreeing to all of this puts even more contractual obligations upon all hosts that could easily be challenged by admittedly not very often, unscrupulous guests then seeking unreasonable refunds and/or compensation. I could provide many examples of how this could arise. On the basis of this, we shall not be signing up to the new rules and if our accommodations are removed, and we hope not,  then so be it, there are other platforms . I am confident that by now I fully understand the principles of social distancing, cross contamination on hand contact points,  along with the importance of scrupulous cleaning etc. Hosts, you might like to consider carefully before you sign up ... cancellation policies are stacked against you and this is just one more way you could be forced to refund or have sanctions against you. Air B and B will of course say that they are behaving responsibly towards their guests but if they don’t trust their  hosts to behave responsibly, especially those who have been with them  for some time like us (super hosts) then whose interests do they truly  have at heart? I’ve just amended this post to suggest why don’t Air B and B offer some kind of online training sessions for new hosts .. would this work perhaps?"
1501,Alan Miller,US,1 review,"Sunday, November 8, 2020, 02:49:23 AM",1,There has been an Air BNB in the…,"There has been an Air BNB in the neighborhood. Parties, loud music, and illegal drugs. Cops have been called several times when occurrence occurs to stop this activity. When we speak to Air BNB they do nothing. Problem: Air BNB rules are no parties but when people violate it and create problems, Air BNB does nothing. A very poor business strategy in regards to the community and sustainability."
1502,Helen Barnes,GB,4 reviews,"Saturday, November 7, 2020, 06:24:05 PM",1,Don't book through this company,Don't book through this company. Use Booking.com Or find a local company where you are going to help you find somewhere. Terrible and awful
1503,Del Callman,US,3 reviews,"Saturday, November 7, 2020, 03:07:58 PM",2,Too much of (what was) a good thing.,I'm both a host and a traveler. Not a big fan of AirBnB for either. HomeAway and VRBO are much better platforms in my opinion. As of late AirBnB has been very difficult to deal with and it's becoming obvious that their company mission is to leave the actual property owner with very little control of their own real estate.  On one of my listings I'm not even allowed to change out my own photos Like so much big tech they want to dictate and control your every move and they're morphing into a political organization. It's becoming quite alarming.
1504,syko_ stacey,US,1 review,"Saturday, November 7, 2020, 10:43:34 AM",1,HUGE thanks to Airbnb for RUINING my…,"HUGE thanks to Airbnb for RUINING my family’s Thanksgiving 👎🏻👎🏻👎🏻👎🏻👎🏻I am a healthcare worker and usually work holidays. Because of this my family celebrates Thanksgiving the Sunday following. At the end of October I find a nice big rental through Airbnb and we have a family meal together. It’s our tradition.Or shall I say it WAS our tradition.While attempting to book, I continually hit an error saying that due to COVID and their enforcement of no parties policy, my booking couldn’t be processed. Our family consists of 4 adults, 2 kids and 2 infants. So not really a “partying” group.We reached out to the owner of the property (this is someone we have booked with before) and explained. She attempted to approve our reservation, this failed. We called Airbnb CS and were told that due to our “immediate reservation” (I’m not sure what their definition of immediate is, but mine isn’t a month) and our short stay as well as a booking in the same city we reside in, we are tagged as probable partiers. We were informed that this could not be overridden.However, the kindly agent said, there are other options for renting which we could find in our suggested stays area of our Airbnb profile.We hung up unsettled. But we did check out what was suggested. Which was single room stays and hotels...No thank you Airbnb 👎🏻😒😒😒We’ll create a new tradition which doesn’t involve booking through your service. EVER. AGAIN."
1505,Alex Bloom ,GB,7 reviews,"Saturday, November 7, 2020, 08:41:57 AM",1,Illegally steals your money - Avoid!,"Airbnb have failed to provide us with the accommodation we booked and have refused us a refund. The owner of the property says we can cancel and get a 50% minus service fee, but not the full amount because she will lose her income...Well poor you with your mansion and 5 holiday cottages earning 10 times what I earn in a month. They also refuse to change the dates because we would stop someone else booking that same date at a later time. Their customer service is absolutely pointless and they just repeat themselves and don't answer your question. Now they have ignored us on all platforms.What has happened to humanity during this pandemic where money comes with treating people with respect???"
1506,Jessica Ruiz,US,3 reviews,"Saturday, November 7, 2020, 12:42:04 AM",1,IF I COULD GIVE THEM ZERO STARS I…,"IF I COULD GIVE THEM ZERO STARS I WOULD. THIS COMPANY IS CORRUPT. THEY STEAL FROM PEOPLE AND WRITE RIDICULOUS ""POLICIES"" THAT BENEFIT THEM AND TAKE ADVANTAGE OF THEIR CUSTOMERS. I WILL NEVER BOOK WITH THEM AGAIN."
1507,Alaya,US,1 review,"Friday, November 6, 2020, 09:27:26 PM",1,No refund for COVID positive result,They don't consider testing positive for COVID a good enough reason to receive a full refund or at least airbnb credit when canceling. While all businesses and companies I dealt with are making COVID exceptions when positive test proof is presented. Stay away from booking with airbnb as they lack sympathy and reasoning.
1508,Nubia Quezada,US,1 review,"Friday, November 6, 2020, 02:11:41 PM",1,Horrible experience,Horrible experience! The place was dirty wasn't child proof and not the greatest condition my 3 yr old scraped her hand and I've been waiting since May for my refund and the go ahead and close my case because I didn't respond the same day after waiting as long as I have. I was told I would get a refund and reimbursed for the hotel and food expenses. $0 and it is now November.
1509,J Rashbrooke,GB,20 reviews,"Friday, November 6, 2020, 12:20:17 PM",1,Dreadful- Customer Service protection for guests.,"I booked an AirBnb near Ascot for 23/10/20 for 3 nights for a family reunion.  We were a party of 4 with a 6yo child.  On arrival at the property, we found that it was filthy dirty, stuff left in drawers and cupboards, loose steps, filthy cooker and kettle, medicines left in drawers (easily within reach of the child) Loose and dangerous steps etc etc.  We left the property and stayed at an hotel.  The owner refused a refund, and AirBnb were not at all helpful and eventually refused a refund.  Their argument was that we left the property before giving the owner a chance to clean it.  Well it would have taken many hours of work to bring this place up to standard.  I am now left over £400 out of pocket and the host has my money for providing a dangerous and shoddy property to guests.  I will never ever again use AirBnb"
1510,xClaw,PT,1 review,"Thursday, November 5, 2020, 01:40:09 PM",1,Avoid,Awful customer support and serviceThere are hosts actively trying to scam users and they don't even investigate or take any action
1511,Tatiana,US,1 review,"Thursday, November 5, 2020, 02:32:44 AM",1,DON'T BOOK 2105 Ann in St. Louis,"Talk about a horrible experience with Bill's Air BNB at 2105 Ann in St. Louis, MO. As soon as I walked on the porch there were beeps and they intensified as I got closer to the door. DEAD GIVEAWAY!! When I entered the Air BNB and notified my friend. The information listed mention NOTHING about monitoring. My friend received a phone call saying that he saw three people and that we should be on the third. Once again THERE WAS NO MENTION OF CAMERAS IN THE LISTING of course that has changed since then. We felt it was best to leave because we were being recorded or watched without prior knowledge or permission. His attitude was very rude and he continued to try to communicate with my friend afterward she canceled the Air BNB."
1512,Reann,DE,1 review,"Wednesday, November 4, 2020, 06:13:34 PM",1,Worst company I have dealt with,"Worst company I have dealt with, booked to go on a 2 day break on 25.11.20 but due to COVID cannot go.  Paid £230.96 and I am not entitled to a full refund or a change in dates. The host is using Airbnb policy on refunds and the Service Centre is using the host rules of refund. In the meantime I am out of pocket for a holiday I would like to go to but can't.  They are not help what so ever and the host has made money for free, even charged me cleaning on a house we will  not stay in"
1513,Alex Garcia Lopez,ES,2 reviews,"Wednesday, November 4, 2020, 05:31:35 PM",1,The worst company in the world,The worst company in the world. I cannot begin to describe how poorly managed they are. They deserve to go under and shut down for good.
1514,Shalayla Evans,US,7 reviews,"Wednesday, November 4, 2020, 04:12:10 PM",1,AIRBNB OWNED BY BILL 2105 ANN 63104 ST LOUIS MO,"I made reservations to stay at an AIRBNB in saint louis mo address 2105 ann st louis mo 63111, first off don't get excited with the pictures of the nice house he(bill) only offers the 3rd floor, hilarious right, then he has cameras throughout the whole house even in the suppose to be private space you are renting out on the 3rd floor, creepy right. So i arrived at the house by myself, I walk in and i swear i felt like he was hiding in this house watching me. I yell, ""is anybody here"" , no answer. Two of my friends arrive, so i feel a little bit more at ease. Oh its get better,  he calls to tell me that we were not suppose to be on the first floor , so he is watching us. So i tell him i want to cancel this is creepy he is watching our every move after being their for only an hour and a half. So we leave,he had a vase he glued together, my friend moved it off the table so nothing would happen to it and the small piece breaks off and we can see the glue were he glued it in place, he accuses us of breaking it, mind you he is watching us the whole time. Oh an he actually lives in this house walked in dirty dishes in the sink, clothes and shoes laying around ,weird right. There is no direct entrance to the 3rd floor so why would you cameras in that area. He also refused to give a partial refund it was booked for fri -sun $385."
1515,Daniel Roche,US,1 review,"Wednesday, November 4, 2020, 02:02:43 AM",1,If I could give them zero stars I would…,"If I could give them zero stars I would not only did they hold my money for a month and some change but they also decided to refund me my money a week prior to the vacation having to find another place and short timing these people are not ex offender friendly as well, horrible customer service on there part never again. That should maybe addressed before taking my money 👎🏼👎🏼👎🏼👎🏼"
1516,Shanb,GB,1 review,"Tuesday, November 17, 2020, 03:26:26 PM",1,Do not use this company,"Do not use this company! They will deactivate your account without notice for no valid reason and not refund any payments!  I had a visit to Malta booked. Having used them before I expected all to be well.Sadly the trip was cancelled by Airbnb due to Covid. I was given a partial refund and the rest I was told would be left on my account as a voucher. Suddenly without warning my account was deactivated. I had no way to get in touch with them other than via Facebook messenger, it took from July to November for them to tell me that I had apparently violated the terms, no explanation of how I had done this or what had occurred!Having looked at the internet it seems this is a regular occurrence for both hosts and customers! Be careful with this company!"
1517,Debbie McNeill,GB,2 reviews,"Tuesday, November 3, 2020, 01:05:47 PM",1,If I could give no stars I would,"If I could give no stars I would . Wish I had read the reviews before booking .I booked for a holiday just after Christmas , with wages etc I booked to pay in 2 instalments not so, air bnb took the whole lot . I complained and told yes there is an option from the holiday owners to cancel but money not back into account for 5-10!working days in the meantime I can rebook the holiday and again choose the 2 payment option 😂😂😂😂😂😂what did you think ? Just got to swallow this but I will not be using this company never again 😩"
1518,shamecka stinson,US,1 review,"Tuesday, November 3, 2020, 09:47:54 AM",1,AirBNB customer service is horrible…,AirBNB customer service is horrible when is comes to customers NOT SATISFIED!! I got my refund based on courtesy which should hav been given to me because I was an unsatisfied customer. The first young lady we spoke with basically forced us to stay “give the host a chance she said” we did and he did not come down and clean anything!!! Then for YOU ALL to say because I stayed the extra night I couldn’t get my money back! BULL CRAP you can’t make someone stay at an Airbnb if it’s not up to par! We told that to the host and Airbnb! We should have left the fist day and got all of our money back!! Horrible service from Airbnb! Then to be told I’m getting a courtesy refund for staying in a nasty Airbnb not satisfied!!
1519,Richard,GB,8 reviews,"Tuesday, November 3, 2020, 12:25:05 AM",1,AirBnB customer service is awful,"AirBnB customer service and support is absolutely dreadful, I will never use them again. I was forced to cancel a booking due to COVID rules changing locally, to breech these rules would be illegal. AirBnB refused a full refund and repeated the same excuses no matter what information I supplied. I will use other companies in future."
1520,Alison,GB,9 reviews,"Monday, November 2, 2020, 04:27:07 PM",1,Happy to take your money for Illegal New York Listings,"I gather from the number of poor reviews on here that AirBnB does not care about Trust Pilot reviews... but oh well here we go....We booked in March a stay at a New York Manhattan apartment advertised as 'entire place' arriving November this year. When looking into a separate issue we discovered that in New York it is illegal under the Multiple Dwellings Law to let short term rentals to holiday goers. Information regarding this can be found the New York City government website of special enforcement.Please note in some cases rentals may be legal, but these are more townhouses in Brooklyn Area and not the apartment we have book in Manhattan! New York has very strict laws regarding rentals in the city to protect the locals living there. Even if the listing was legal there are rules that you can only have maximum of 2 paying guests (our booking has 5 paying guests so against the law) and also every person must have full access to the whole apartment and the host has to be staying there with us. We were sold a private ‘entire place’ so even if the listing is legal they are breaking the law by having 5 paying guests and AirBnB has mis-sold us the booking as the host must be present during the stay. If the host is present during the stay it is not private and also that means for safety in following the NYC laws he has to have access to our areas and we have access to his areas.. how is that safe??This information above is if the listing is legal, which we have proven ours is not legal in the Certificate of Occupancy provided to AirBnB that our apartment we have rented is in a class A building meaning it is illegal to rent as a short term holiday letting as per the Multiple Dwellings Law. The same building is renting multiple apartments and we email the real estate agent who also confirms that AirBnB is strictly NOT ALLOWED. You can prove all this as everything is public records including the certificate of occupancy proving the class of the building and that it is an illegal listing which can be found here bisweb.nyc.gov website.AirBnB loves to play games with its clients. Its own website flaunts that their whole business is based on the trust of host and guests yet when a customer raises a concern about the legality of their booking they love to ignore you, when they do reply they send you round in circles. Our case has now been escalated to the legal department of AirBnB and the latest update is that it is awaiting to be assigned to an agent and has been waiting now over a week to be assigned. Our booking goes in less than 19 days and we first raise this issue to AirBnB on the 13th Oct… it took hours of messaging and emails and phone calls everyday to even get our issue raised with the correct department. You get no straight answers from the Customer Service Ambassadors and when we asked if it will even be looked into before we depart… AirBnB confirmed they cannot say if they will get back to us before we arrive and so are happy to send customers to illegal apartments with no reassurance that it follows local NYC laws and safety procedures. AirBnB is a company that loves to take and hang on customers money to earn loads of interest from it and happily sends customers in to dangerous and illegal situations. They are happy for us in their not replying and ignoring us that we go to New York and could have the department of special enforcement waiting for us on the doorstep."
1521,Lynette Dodd Schwab,US,3 reviews,"Sunday, November 1, 2020, 11:21:04 PM",1,Airbnb has the worst customer service…,Airbnb has the worst customer service EVER!
1522,Alex ,GB,2 reviews,"Sunday, November 1, 2020, 09:29:12 AM",1,Awful Company Ethos,Awful customer services. As most companies sympathise with customers and make it easier to book with confidence Airbnb makes it harder. Their attitude of pay more or lose your money is shocking.
1523,Kate Lloyd,GB,4 reviews,"Saturday, October 31, 2020, 07:50:12 PM",1,Jacqui,"We booked a holiday for 3 nights back in August after having had 2 fab experiences with Airbnb. We were due to stay at Jacqui’s property at the end of October. Due to circumstances beyond our control, our home town was put into tier 3 a few days before we were meant to stay in the Lakes which meant we had to cancel our trip. We told Jacqui that there was nothing we could do to prevent this and would like a refund. Unlike many of our friends in a similar position who were given an immediate refund/chance to change their booking, we were refused any refund whatsoever (including a cleaning fee!!) because as she stated “This information is only advice and guidance which means the guest did have a choice as to whether to take the cottage.” She has stopped returning our messages and has kept £350 of our money. I’m quite shocked that such a reputable company let people like this get away with taking people’s money and not even offering to change the booking or give any kind of refund as a result of something beyond the customers’ control. She has a property in Durham also, so please be aware. She is a “super host” with no understanding of how to deal with customers. Awful"
1524,Bill,GB,16 reviews,"Saturday, October 31, 2020, 07:10:37 PM",1,I stayed in an Air BNB Leeds Meanwood…,I stayed in an Air BNB Leeds Meanwood even though advert says Chapel Allerton its Meanwood Beckhills a far poorer part of leeds.  Its a house not a townhouse...and pure greed by host...I could use Kettle  and microwave and kettle but not cooker as more money..Use ironing board more money...would never use again and my review not posted ..absolutely comical
1525,Carolyn,US,1 review,"Saturday, October 31, 2020, 09:47:44 AM",1,Customer service is awful…,We cancelled a trip 2 weeks in advance because my husband contracted Covid. After fighting with the host Airbnb asked me for proof of extenuating circumstances which I did then they kept asking for more! I have an entire family that is dealing with this mess and they refunded me $500! They are awful we are in a PANDEMIC
1526,Jackie,US,1 review,"Saturday, October 31, 2020, 02:36:53 AM",1,Terrible customer service and greedy hosts,"Airbnb support was entirely unhelpful when there was a cockroach infestation at the Airbnb we rented out. It was constant robotic and automatically generated answers. We tried to work with so many analysts and not one of them was even remotely helpful. Not only do they not read your messages, they don’t care. It even seems as though they happily and openly violate their own policies.I am happy I never have to use Airbnb again and I recommend everyone avoids at all costs. Truly horrible service. Lack of empathy. Slow response time. Stay clear."
1527,Lee,US,1 review,"Friday, October 30, 2020, 11:44:24 PM",1,I think air bnb needs to reach out to…,I think air bnb needs to reach out to some of the housekeepers these covid guidelines are taking housekeepers alot more time to complete the owners of these rentals are back to back booking these property's and making it impossible for there homes to be completely sanitized the 24 hr block needs to go back into effect to allow us to do our jobs properly.I also have another issue to address air bnb is not excessive clean charging guest for the filth they leave behind the owners say that air bnb refuses to charge guest these fees this is not acceptable during these times its completely uncalled for to have to clean bodily fluids during a pandemic we should be compensated for our time and our health risk that we are taking they need to put the 24hr band back into place this is not fair on housekeepers to have this on them air bnb is a awful company they only protect the guest not the owner or housekeeper.
